trade_timestamp,y_test,y_pred
2011-01-28,12.291786,12.300000
2011-01-31,11.992857,12.144286
2011-02-01,12.189286,12.344643
2011-02-02,12.301786,12.330357
2011-02-03,12.278571,12.294286
2011-02-04,12.272857,12.382143
2011-02-07,12.424643,12.616071
2011-02-08,12.631429,12.697143
2011-02-09,12.685357,12.821429
2011-02-10,12.763929,12.857143
2011-02-11,12.669643,12.778571
2011-02-14,12.742500,12.838571
2011-02-15,12.828214,12.856071
2011-02-16,12.885714,13.032143
2011-02-17,12.758929,12.866786
2011-02-18,12.811071,12.839286
2011-02-22,12.219643,12.335714
2011-02-23,12.098929,12.308571
2011-02-24,12.286429,12.326786
2011-02-25,12.330714,12.443929
2011-02-28,12.544286,12.680357
2011-03-01,12.695357,12.704286
2011-03-02,12.498571,12.655357
2011-03-03,12.756786,12.849643
2011-03-04,12.859643,12.867500
2011-03-07,12.907143,12.916786
2011-03-08,12.675357,12.764286
2011-03-09,12.667500,12.670000
2011-03-10,12.468571,12.491786
2011-03-11,12.333214,12.582857
2011-03-14,12.613571,12.731429
2011-03-15,12.217857,12.422857
2011-03-16,12.214286,12.250000
2011-03-17,12.029643,12.128929
2011-03-18,12.040357,12.078571
2011-03-21,11.999643,12.133571
2011-03-22,12.234286,12.236429
2011-03-23,12.117143,12.150714
2011-03-24,12.208929,12.357143
2011-03-25,12.431071,12.573571
2011-03-28,12.612500,12.654286
2011-03-29,12.416429,12.534286
2011-03-30,12.522857,12.531429
2011-03-31,12.370000,12.492857
2011-04-01,12.539643,12.556786
2011-04-04,12.296786,12.307143
2011-04-05,12.035357,12.223214
2011-04-06,12.186429,12.282143
2011-04-07,12.075000,12.158214
2011-04-08,12.140000,12.148214
2011-04-11,11.930714,11.988214
2011-04-12,11.803214,11.918929
2011-04-13,11.965000,12.005000
2011-04-14,11.957143,12.000000
2011-04-15,11.903571,11.915714
2011-04-18,11.646429,11.865357
2011-04-19,11.896429,12.070714
2011-04-20,12.268214,12.348214
2011-04-21,12.678571,12.683214
2011-04-25,12.512143,12.633929
2011-04-26,12.629286,12.678214
2011-04-27,12.580000,12.583929
2011-04-28,12.363929,12.491071
2011-04-29,12.385000,12.641071
2011-05-02,12.490714,12.516786
2011-05-03,12.428214,12.496071
2011-05-04,12.437857,12.565357
2011-05-05,12.442857,12.533929
2011-05-06,12.488929,12.500000
2011-05-09,12.423571,12.471429
2011-05-10,12.460357,12.488929
2011-05-11,12.465000,12.500000
2011-05-12,12.361429,12.397143
2011-05-13,12.345000,12.366071
2011-05-16,12.114286,12.186429
2011-05-17,11.857143,12.005000
2011-05-18,12.016786,12.180357
2011-05-19,12.217143,12.228929
2011-05-20,12.127143,12.176786
2011-05-23,11.784643,11.999286
2011-05-24,11.982143,11.996429
2011-05-25,11.908214,12.091429
2011-05-26,11.998929,12.031786
2011-05-27,11.957143,12.058214
2011-05-31,12.182143,12.422500
2011-06-01,12.459643,12.576071
2011-06-02,12.375000,12.427857
2011-06-03,12.256429,12.333214
2011-06-06,12.346429,12.394643
2011-06-07,12.077500,12.079286
2011-06-08,11.849286,11.957143
2011-06-09,11.901786,11.916786
2011-06-10,11.805357,11.845000
2011-06-13,11.685714,11.725357
2011-06-14,11.785714,11.901786
2011-06-15,11.776786,11.796429
2011-06-16,11.675000,11.738571
2011-06-17,11.749643,11.758929
2011-06-20,11.334286,11.346429
2011-06-21,11.310000,11.635714
2011-06-22,11.612857,11.746429
2011-06-23,11.390714,11.846071
2011-06-24,11.834643,11.898214
2011-06-27,11.699643,11.925000
2011-06-28,11.916071,12.025000
2011-06-29,12.001429,12.013214
2011-06-30,11.953571,12.004643
2011-07-01,11.998214,12.267857
2011-07-05,12.250000,12.493929
2011-07-06,12.462500,12.646429
2011-07-07,12.666786,12.785714
2011-07-08,12.619286,12.857143
2011-07-11,12.726429,12.848929
2011-07-12,12.626071,12.774286
2011-07-13,12.797500,12.857143
2011-07-14,12.893214,12.914643
2011-07-15,12.898929,13.035714
2011-07-18,13.051071,13.380357
2011-07-19,13.500000,13.523214
2011-07-20,14.147143,14.152500
2011-07-21,13.819643,13.930714
2011-07-22,13.868571,14.108929
2011-07-25,13.941071,14.285714
2011-07-26,14.285714,14.446429
2011-07-27,14.306786,14.380000
2011-07-28,13.986429,14.178214
2011-07-29,13.844286,14.112500
2011-08-01,14.206429,14.267857
2011-08-02,14.201786,14.210714
2011-08-03,13.963571,14.055357
2011-08-04,13.907500,13.975714
2011-08-05,13.587143,13.696429
2011-08-08,12.917500,13.134643
2011-08-09,12.903571,13.378929
2011-08-10,13.255357,13.380357
2011-08-11,13.232857,13.408929
2011-08-12,13.502500,13.558571
2011-08-15,13.558214,13.748929
2011-08-16,13.625714,13.691786
2011-08-17,13.653929,13.732857
2011-08-18,13.244286,13.308929
2011-08-19,12.934643,13.107143
2011-08-22,13.018214,13.031429
2011-08-23,12.867857,13.344286
2011-08-24,13.338214,13.534286
2011-08-25,13.038571,13.408929
2011-08-26,13.256071,13.707143
2011-08-29,13.863571,13.982143
2011-08-30,13.866071,13.994286
2011-08-31,13.948929,14.002857
2011-09-01,13.779286,13.833571
2011-09-02,13.383571,13.500000
2011-09-06,13.120357,13.583214
2011-09-07,13.770000,13.771429
2011-09-08,13.657143,13.878929
2011-09-09,13.711786,13.785714
2011-09-12,13.321429,13.602857
2011-09-13,13.647857,13.793214
2011-09-14,13.822143,14.007500
2011-09-15,13.979643,14.059286
2011-09-16,14.126429,14.303571
2011-09-19,14.178571,14.758214
2011-09-20,14.830357,15.102143
2011-09-21,14.987143,15.056786
2011-09-22,14.322500,14.636429
2011-09-23,14.295714,14.526429
2011-09-26,14.280714,14.427857
2011-09-27,14.597500,14.616071
2011-09-28,14.292500,14.419286
2011-09-29,14.354286,14.364643
2011-09-30,13.825714,13.888929
2011-10-03,13.584643,13.665714
2011-10-04,13.377500,13.635714
2011-10-05,13.137857,13.565000
2011-10-06,13.333214,13.742143
2011-10-07,13.420714,13.490714
2011-10-10,13.538929,13.886071
2011-10-11,14.020357,14.399286
2011-10-12,14.547857,14.616071
2011-10-13,14.463571,14.586786
2011-10-14,14.886786,15.071429
2011-10-17,15.062143,15.239286
2011-10-18,15.062857,15.171786
2011-10-19,14.333929,14.586429
2011-10-20,14.285714,14.298214
2011-10-21,14.217857,14.255000
2011-10-24,14.149286,14.517857
2011-10-25,14.465357,14.519643
2011-10-26,14.348571,14.376786
2011-10-27,14.555714,14.607143
2011-10-28,14.392857,14.512500
2011-10-31,14.372143,14.618929
2011-11-01,14.193214,14.267857
2011-11-02,14.288929,14.301429
2011-11-03,14.252500,14.407143
2011-11-04,14.358214,14.408571
2011-11-07,14.282500,14.285714
2011-11-08,14.364643,14.571429
2011-11-09,14.177500,14.317500
2011-11-10,14.179643,14.186071
2011-11-11,13.807500,13.882143
2011-11-14,13.697143,13.758929
2011-11-15,13.600000,13.910714
2011-11-16,13.901786,13.969286
2011-11-17,13.713571,13.735000
2011-11-18,13.532857,13.571071
2011-11-21,13.228571,13.274286
2011-11-22,13.250714,13.497500
2011-11-23,13.375357,13.422857
2011-11-25,13.157857,13.255357
2011-11-28,13.298214,13.454286
2011-11-29,13.422857,13.529643
2011-11-30,13.617500,13.652857
2011-12-01,13.662143,13.892857
2011-12-02,13.922500,14.058214
2011-12-05,14.053214,14.157500
2011-12-06,14.018214,14.093929
2011-12-07,13.926071,13.962143
2011-12-08,13.980357,14.125000
2011-12-09,14.030357,14.072857
2011-12-12,13.988571,14.067857
2011-12-13,14.035714,14.121429
2011-12-14,13.810714,13.835000
2011-12-15,13.690357,13.705000
2011-12-16,13.584286,13.719643
2011-12-19,13.659643,13.744643
2011-12-20,13.848571,14.146429
2011-12-21,14.167500,14.189286
2011-12-22,14.178571,14.254643
2011-12-23,14.274643,14.413929
2011-12-27,14.396429,14.610357
2011-12-28,14.531786,14.580357
2011-12-29,14.407143,14.487500
2011-12-30,14.411071,14.510000
2012-01-03,14.621429,14.732143
2012-01-04,14.642857,14.810000
2012-01-05,14.819643,14.948214
2012-01-06,14.991786,15.098214
2012-01-09,15.196429,15.276786
2012-01-10,15.211071,15.214286
2012-01-11,15.095714,15.101786
2012-01-12,15.081429,15.103571
2012-01-13,14.989286,15.016071
2012-01-17,15.150000,15.213929
2012-01-18,15.248571,15.338214
2012-01-19,15.362500,15.406071
2012-01-20,15.267500,15.267857
2012-01-23,15.095357,15.301786
2012-01-24,15.182143,15.182143
2012-01-25,16.230000,16.230356
2012-01-26,16.012857,16.028214
2012-01-27,15.869286,16.017143
2012-01-30,15.918214,16.210714
2012-01-31,16.271070,16.365713
2012-02-01,16.371786,16.392500
2012-02-02,16.282143,16.327499
2012-02-03,16.332144,16.428572
2012-02-06,16.370714,16.606428
2012-02-07,16.616072,16.776787
2012-02-08,16.803572,17.028214
2012-02-09,17.170000,17.741072
2012-02-10,17.534286,17.772142
2012-02-13,17.840357,17.993929
2012-02-14,18.023571,18.198570
2012-02-15,18.366428,18.796070
2012-02-16,17.553572,18.031786
2012-02-17,17.968214,18.134644
2012-02-21,18.102858,18.387501
2012-02-22,18.324286,18.410357
2012-02-23,18.395714,18.493929
2012-02-24,18.559643,18.674999
2012-02-27,18.618214,18.875000
2012-02-28,18.855715,19.121786
2012-02-29,19.341429,19.557501
2012-03-01,19.577499,19.578930
2012-03-02,19.437143,19.528570
2012-03-05,19.479286,19.552856
2012-03-06,18.702143,19.060356
2012-03-07,19.171429,19.206429
2012-03-08,19.096071,19.392500
2012-03-09,19.436071,19.562143
2012-03-12,19.606428,19.714287
2012-03-13,19.912144,20.292143
2012-03-14,20.644644,21.240000
2012-03-15,21.414642,21.428928
2012-03-16,20.882856,21.042856
2012-03-19,21.370358,21.491785
2012-03-20,21.411072,21.674999
2012-03-21,21.526428,21.773214
2012-03-22,21.349285,21.589287
2012-03-23,21.446072,21.492857
2012-03-26,21.421070,21.683929
2012-03-27,21.649286,22.010000
2012-03-28,22.084999,22.194643
2012-03-29,21.885000,22.020000
2012-03-30,21.741785,21.805714
2012-04-02,21.493929,22.098928
2012-04-03,22.403570,22.578930
2012-04-04,22.298214,22.352142
2012-04-05,22.392143,22.666430
2012-04-09,22.361786,22.851429
2012-04-10,22.854643,23.000000
2012-04-11,22.721430,22.745358
2012-04-12,22.321428,22.547501
2012-04-13,22.289642,22.310715
2012-04-16,21.787857,21.795713
2012-04-17,20.676430,21.785713
2012-04-18,21.918571,22.151787
2012-04-19,21.436428,21.597500
2012-04-20,21.120714,21.236429
2012-04-23,20.378929,20.595358
2012-04-24,20.093214,20.274643
2012-04-25,21.987143,22.071428
2012-04-26,21.938213,21.953215
2012-04-27,21.609644,21.649286
2012-04-30,21.350000,21.371429
2012-05-01,20.889286,21.312857
2012-05-02,20.722857,20.978571
2012-05-03,21.089287,21.121429
2012-05-04,20.610001,20.655714
2012-05-07,20.053572,20.456072
2012-05-08,20.342142,20.410713
2012-05-09,20.132143,20.499287
2012-05-10,20.520714,20.567142
2012-05-11,20.178572,20.516787
2012-05-14,20.091785,20.268213
2012-05-15,20.051786,20.115000
2012-05-16,19.787500,19.888929
2012-05-17,19.475357,19.553572
2012-05-18,19.070000,19.407499
2012-05-21,19.089287,20.055000
2012-05-22,20.341070,20.495714
2012-05-23,19.910713,20.457144
2012-05-24,20.566786,20.589287
2012-05-25,20.163929,20.208929
2012-05-29,20.389286,20.500000
2012-05-30,20.328571,20.713928
2012-05-31,20.740713,20.767857
2012-06-01,20.327143,20.451786
2012-06-04,20.053572,20.267857
2012-06-05,20.045357,20.231071
2012-06-06,20.277500,20.494642
2012-06-07,20.617500,20.618570
2012-06-08,20.414286,20.735001
2012-06-11,20.990000,21.017857
2012-06-12,20.516430,20.593571
2012-06-13,20.518572,20.660000
2012-06-14,20.401428,20.482143
2012-06-15,20.392857,20.522142
2012-06-18,20.391430,20.996071
2012-06-19,20.835714,21.071428
2012-06-20,21.007500,21.044643
2012-06-21,20.908571,21.007856
2012-06-22,20.680000,20.792500
2012-06-25,20.617857,20.707144
2012-06-26,20.404642,20.517500
2012-06-27,20.535713,20.597857
2012-06-28,20.416786,20.500000
2012-06-29,20.642857,20.857143
2012-07-02,20.883215,21.195356
2012-07-03,21.245714,21.428572
2012-07-05,21.448570,21.940714
2012-07-06,21.681786,21.730000
2012-07-09,21.617857,21.924999
2012-07-10,22.070356,22.138214
2012-07-11,21.647142,21.702143
2012-07-12,21.437143,21.552500
2012-07-13,21.533930,21.685356
2012-07-16,21.611429,21.843571
2012-07-17,21.813929,21.839287
2012-07-18,21.663929,21.726429
2012-07-19,21.831429,21.976786
2012-07-20,21.893929,21.944286
2012-07-23,21.228571,21.639286
2012-07-24,21.692142,21.774286
2012-07-25,20.516430,20.742857
2012-07-26,20.705713,20.728571
2012-07-27,20.536072,20.922501
2012-07-30,21.104286,21.408571
2012-07-31,21.543928,21.846430
2012-08-01,21.996786,22.014286
2012-08-02,21.530001,21.810356
2012-08-03,21.915358,22.070715
2012-08-06,22.046070,22.316786
2012-08-07,22.241785,22.321428
2012-08-08,22.121071,22.281429
2012-08-09,22.066071,22.204643
2012-08-10,22.096786,22.205713
2012-08-13,22.263929,22.500000
2012-08-14,22.566786,22.807501
2012-08-15,22.546429,22.642857
2012-08-16,22.543215,22.741428
2012-08-17,22.857143,23.149643
2012-08-20,23.214643,23.755358
2012-08-21,23.957857,24.102858
2012-08-22,23.372143,23.892857
2012-08-23,23.789642,23.924999
2012-08-24,23.553928,23.910000
2012-08-27,24.285357,24.316786
2012-08-28,24.106428,24.146429
2012-08-29,24.116072,24.202499
2012-08-30,23.951429,23.983929
2012-08-31,23.830357,23.878571
2012-09-04,23.777143,24.112143
2012-09-05,24.127501,24.155357
2012-09-06,24.041786,24.224644
2012-09-07,24.216070,24.374287
2012-09-10,24.301786,24.403214
2012-09-11,23.753929,23.932142
2012-09-12,23.816071,23.924999
2012-09-13,24.191786,24.482143
2012-09-14,24.641430,24.892143
2012-09-17,24.976786,24.992857
2012-09-18,24.995714,25.083214
2012-09-19,25.009287,25.142500
2012-09-20,24.969999,25.002144
2012-09-21,25.086071,25.181070
2012-09-24,24.530714,24.825714
2012-09-25,24.580713,24.742144
2012-09-26,23.883572,24.024643
2012-09-27,23.724644,24.363214
2012-09-28,24.241072,24.325357
2012-10-01,23.969999,24.169643
2012-10-02,23.636070,23.798214
2012-10-03,23.745001,23.995001
2012-10-04,23.973213,24.080357
2012-10-05,23.757143,23.785713
2012-10-08,23.102858,23.127144
2012-10-09,22.808929,22.874643
2012-10-10,22.847857,23.035000
2012-10-11,23.089287,23.114286
2012-10-12,22.484285,22.692142
2012-10-15,22.583929,22.683214
2012-10-16,22.691786,23.225000
2012-10-17,23.173929,23.313929
2012-10-18,22.842501,22.930714
2012-10-19,22.537500,22.563213
2012-10-22,21.872143,22.692142
2012-10-23,22.535713,22.639286
2012-10-24,22.194286,22.376785
2012-10-25,22.142857,22.214287
2012-10-26,21.765356,21.928572
2012-10-31,21.245714,21.498571
2012-11-01,21.365000,21.535713
2012-11-02,21.281786,21.319643
2012-11-05,20.840000,20.991785
2012-11-06,21.079643,21.097857
2012-11-07,20.494286,20.519285
2012-11-08,20.022499,20.079643
2012-11-09,19.300714,19.817142
2012-11-12,19.791071,19.803572
2012-11-13,19.246786,19.660000
2012-11-14,19.482143,19.551786
2012-11-15,19.197500,19.267857
2012-11-16,18.757143,18.928572
2012-11-19,19.311071,20.267857
2012-11-20,20.425358,20.426786
2012-11-21,20.151787,20.263214
2012-11-23,20.256071,20.428572
2012-11-26,20.567858,21.071428
2012-11-27,21.055357,21.086430
2012-11-28,20.616785,20.921429
2012-11-29,21.079287,21.223213
2012-11-30,20.956785,21.014286
2012-12-03,21.201786,21.235357
2012-12-04,20.778570,20.778570
2012-12-05,20.318214,20.330357
2012-12-06,18.890715,19.761070
2012-12-07,19.764286,19.828571
2012-12-10,18.750000,19.232500
2012-12-11,19.277500,19.627144
2012-12-12,19.563213,19.571428
2012-12-13,18.969643,19.201429
2012-12-14,18.383928,18.504642
2012-12-17,18.176071,18.571428
2012-12-18,18.750000,19.103571
2012-12-19,18.981071,19.060715
2012-12-20,18.928572,18.935715
2012-12-21,18.302500,18.559643
2012-12-24,18.583929,18.723213
2012-12-26,18.535713,18.552143
2012-12-27,18.340714,18.437500
2012-12-28,18.224644,18.374287
2012-12-31,18.233213,19.121429
2013-01-02,19.779285,19.821428
2013-01-03,19.567142,19.631071
2013-01-04,19.177500,19.236786
2013-01-07,18.642857,18.903570
2013-01-08,18.900356,18.996071
2013-01-09,18.660713,18.750357
2013-01-10,18.876785,18.882856
2013-01-11,18.607143,18.761429
2013-01-14,17.952856,18.125000
2013-01-15,17.796429,17.821072
2013-01-16,17.665714,18.194286
2013-01-17,18.225357,18.241072
2013-01-18,17.804285,17.936428
2013-01-22,18.020000,18.138571
2013-01-23,18.171785,18.392500
2013-01-24,16.428572,16.633215
2013-01-25,16.131786,16.293928
2013-01-28,15.636786,16.186071
2013-01-29,16.375000,16.435715
2013-01-30,16.321428,16.521429
2013-01-31,16.320715,16.402857
2013-02-01,16.396786,16.410000
2013-02-04,16.211071,16.283571
2013-02-05,15.858929,16.419287
2013-02-06,16.302500,16.660713
2013-02-07,16.544643,16.785713
2013-02-08,16.928572,17.100357
2013-02-11,17.017857,17.319286
2013-02-12,17.125357,17.227858
2013-02-13,16.686071,16.915714
2013-02-14,16.590000,16.844286
2013-02-15,16.744642,16.791430
2013-02-19,16.467857,16.526072
2013-02-20,16.346071,16.346071
2013-02-21,15.928571,16.041786
2013-02-22,16.044643,16.128571
2013-02-25,16.208929,16.254286
2013-02-26,15.850714,16.126429
2013-02-27,16.015356,16.158571
2013-02-28,15.858929,15.995357
2013-03-01,15.642857,15.649286
2013-03-04,15.278571,15.292857
2013-03-05,15.052857,15.542500
2013-03-06,15.518214,15.544643
2013-03-07,15.160714,15.428929
2013-03-08,15.350000,15.551071
2013-03-11,15.348214,15.678929
2013-03-12,15.557143,15.674286
2013-03-13,15.301786,15.517857
2013-03-14,15.458214,15.522857
2013-03-15,15.640357,15.865357
2013-03-18,15.766071,16.337856
2013-03-19,16.410713,16.463215
2013-03-20,16.336430,16.343929
2013-03-21,16.079287,16.356428
2013-03-22,16.235001,16.503571
2013-03-25,16.596071,16.783930
2013-03-26,16.622856,16.637142
2013-03-27,16.302143,16.314285
2013-03-28,16.065001,16.136429
2013-04-01,15.782143,15.846429
2013-04-02,15.271429,15.647857
2013-04-03,15.406071,15.617143
2013-04-04,15.491429,15.535714
2013-04-05,15.160714,15.176786
2013-04-08,15.173214,15.267857
2013-04-09,15.227143,15.303571
